StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,CF,Qcheck,SV1,SV2,Q177,Q62,Q136,Q13,Q51,Q91,Q4,Q0,Q139,Q100,Q15,Q104,Q7,Q156,Q20,Q8,Q77,Q45,Q165,Q6,Q162,Q148,Q126,Q5,Q48,Q2,Q138,Q67,Q3,Q137,QR79,QR173,QR102,QR156,QR23,QR183,QR5,QR62,QR130,QR87,QR197,QR139,QR27,QR1,QR171,QR110,QR28,QR152,QR25,QR18,QR3,QR29,QR6,QR120,QR64,QR153,QR20,QR0,QR2,QR75,PROLIFIC_PID
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Before you proceed, please read the following information:



I, the undersigned, understand that my participation in this study involves solving a task. I acknowledge the following:



1. Task Description: The survey consists of two tasks. The first task involves identifying the word that does not belong to the others for some given lists of words. The second task requires assessing the level of relatedness between the words in given sets.

2. Purpose: The survey is part of a research study aiming to evaluate the effectiveness of a machine learning algorithm.

3. Data Collection: No personal information will be collected during this task.

4. Data Usage: The data obtained will be used for research purposes only.

5. Anonymity: Your responses will be anonymized, and no personally identifiable information will be recorded.



Consent Agreement:



By selecting 'Yes' below, I acknowledge that I have read and understood the information provided, and I voluntarily agree to participate in the study.","What is your Prolific ID? 

Please note that this response should auto-fill with the correct ID'",Which of the following languages are you fluent in?,Which of these is the highest level of education you have completed?,Q177,Q62,Q136,Q13,Q51,Q91,Q4,Q0,Q139,Q100,Q15,Q104,Q7,Q156,Q20,Q8,Q77,Q45,Q165,Q6,Q162,Q148,Q126,Q5,Q48,Q2,Q138,Q67,Q3,Q137,"macrophage, infection, dc, antigen, immune, b_cell, inflammation, t_cell, immune_response, cellular","atmospheric, particle, air_pollution, climate, health, source, measurement, aerosol, air_quality, emission","cellular, drug, drug_delivery, compound, nanoparticle, drug_discovery, therapeutic, pharmaceutical, toxicity, delivery","quantum_computing, qt, flagship, qc, quantum, computation, classical, protocol, quantum_computer, cryptography","nuclear, factory, toolbox, interoperable, certification, agile, transport, testbed, experimentation, enabler","shoe, horse, dog, animal, personal_protective, equine, injury, runner, rider, run","interactive, cofund, website, festival, invite, ncps, presentation, edition, hand, national_contact","neuronal, neuroscience, circuit, synapsis, motor, sensory, visual, brain, synaptic, cortical","climate, water, marine, carbon, biodiversity, soil, land, climate_change, forest, ocean","bond, catalysis, synthesis, activation, chiral, c_h, ligand, molecule, reaction, enzyme","standard_model, pension, paint, titanium_dioxide, road, lec, self, ar, tes, minimal","semiconductor, chip, circuit, laser, novel, component, optic, electric, photonic, sensor","noise, wing, airport, aviation, aircraft, flight, atm, electric, engine, wind_tunnel","tourism, pathway, heritage, food, transformative, multi_actor, agriculture, responsible, energy, farming","fever, reproducibility, disease, prototyping, biobank, os, conflict_prevention, coronary_artery, slip, spear","antibiotic, antigen, vaccine, tuberculosis, pathogen, infection, bacterial, vaccination, infectious_disease, antimicrobial","gnss, detection, satellite, sensor, detect, repair, structure, drone, damage, inspection","sound, touch, audio, cochlear_implant, hearing, critical_infrastructure, noise, acoustic, hear, frequency","personal, store, smartphone, mobile, payment, biometric, insurance, transaction, blockchain, bank","theatre, film, child, musical, interactive, festival, tourism, artist, heritage, artistic","colonial, indigenous, globalization, ethnography, military, world_war, ethnic, feminist, elite, peace","wind, structure, repair, defect, damage, turbine, inspection, wind_turbine, maintenance, composite","military, domestic, violent, election, indigenous, legitimacy, ethnography, feminist, labour, peace","astrophysical_object, supersymmetric_gauge, astrophysical_phenomenon, supernova_explosion, coach_client, diagnostic_audit, microtubule_mt, atlantic_meridional, place_september, nucleosomes","structure, bind, glycan, membrane_protein, protein, receptor, peptide, assembly, enzyme, ligand","image, way, visual, need, mobile, allow, interactive, search, video, help","federation, critical_infrastructure, certification, cybersecurity, toolbox, marketplace, blockchain, digital_twin, nuclear, interoperable","health, collective, agriculture, rural_area, transdisciplinary, empowerment, consultation, systemic, farming, multi_actor","smart_specialization, national_contact, health, ncps, administrative, preparatory_phase, critical_mass, cofund, university, coordinator","root, obesity, crop, nutrient, metabolic, energy, arabidopsis, signal, plant, stress",PROLIFIC_PID
"{""ImportId"":""startDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""endDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID654""}","{""ImportId"":""QID624_TEXT""}","{""ImportId"":""QID656""}","{""ImportId"":""QID657""}","{""ImportId"":""QID384""}","{""ImportId"":""QID354""}","{""ImportId"":""QID355""}","{""ImportId"":""QID356""}","{""ImportId"":""QID357""}","{""ImportId"":""QID358""}","{""ImportId"":""QID359""}","{""ImportId"":""QID360""}","{""ImportId"":""QID361""}","{""ImportId"":""QID362""}","{""ImportId"":""QID363""}","{""ImportId"":""QID364""}","{""ImportId"":""QID365""}","{""ImportId"":""QID366""}","{""ImportId"":""QID367""}","{""ImportId"":""QID368""}","{""ImportId"":""QID370""}","{""ImportId"":""QID371""}","{""ImportId"":""QID372""}","{""ImportId"":""QID373""}","{""ImportId"":""QID374""}","{""ImportId"":""QID375""}","{""ImportId"":""QID376""}","{""ImportId"":""QID377""}","{""ImportId"":""QID378""}","{""ImportId"":""QID379""}","{""ImportId"":""QID380""}","{""ImportId"":""QID381""}","{""ImportId"":""QID382""}","{""ImportId"":""QID383""}","{""ImportId"":""QID594""}","{""ImportId"":""QID595""}","{""ImportId"":""QID596""}","{""ImportId"":""QID597""}","{""ImportId"":""QID598""}","{""ImportId"":""QID599""}","{""ImportId"":""QID600""}","{""ImportId"":""QID601""}","{""ImportId"":""QID602""}","{""ImportId"":""QID603""}","{""ImportId"":""QID604""}","{""ImportId"":""QID605""}","{""ImportId"":""QID606""}","{""ImportId"":""QID607""}","{""ImportId"":""QID608""}","{""ImportId"":""QID609""}","{""ImportId"":""QID610""}","{""ImportId"":""QID611""}","{""ImportId"":""QID612""}","{""ImportId"":""QID613""}","{""ImportId"":""QID614""}","{""ImportId"":""QID615""}","{""ImportId"":""QID616""}","{""ImportId"":""QID617""}","{""ImportId"":""QID618""}","{""ImportId"":""QID619""}","{""ImportId"":""QID620""}","{""ImportId"":""QID621""}","{""ImportId"":""QID622""}","{""ImportId"":""QID623""}","{""ImportId"":""PROLIFIC_PID""}"
2023-12-06 14:30:13,2023-12-06 14:39:44,IP Address,102.182.234.57,100,571,True,2023-12-06 14:39:44,R_r6A028mikeMHMAx,,,,,-26.2309,28.0583,anonymous,EN,"Yes, I agree to participate.",5eece14fe5fb4f09e0005dc3,English,Undergraduate degree (BA/BSc/other),oven,aircraft,systemic,tax,treatment,catalysis,uncertainty,transdisciplinary,collective,quantum,vivo,diagnosis,tissue,obesity,cellular,healthcare,automotive,tumor,territorial,peace,epic,cybersecurity,healthcare,hand,healthcare,national_contact,way,hardware,peace,consultation,Very Related,Very Related,Very Related,Somewhat Related,Not Related,Somewhat Related,Somewhat Related,Very Related,Very Related,Very Related,Somewhat Related,Very Related,Very Related,Very Related,Somewhat Related,Very Related,Somewhat Related,Very Related,Somewhat Related,Somewhat Related,Somewhat Related,Very Related,Somewhat Related,Somewhat Related,Very Related,Somewhat Related,Not Related,Somewhat Related,Somewhat Related,Very Related,5eece14fe5fb4f09e0005dc3
2023-12-06 14:37:21,2023-12-06 14:43:49,IP Address,84.66.73.102,100,388,True,2023-12-06 14:43:50,R_3esiLiQna3VbWdQ,,,,,52.4554,-1.9565,anonymous,EN,"Yes, I agree to participate.",5d5ef0f7befec1001944e1f0,English,Undergraduate degree (BA/BSc/other),bee,aircraft,systemic,shock,treatment,catalysis,firm,transdisciplinary,chip,healthcare,vivo,biomarker,tissue,obesity,certification,healthcare,parasite,spin,territorial,ethnography,wm,ship,composite,ncps,silicon,ncps,value,transcription,cancer,consultation,Very Related,Very Related,Very Related,Somewhat Related,Not Related,Somewhat Related,Somewhat Related,Very Related,Very Related,Very Related,Not Related,Not Related,Very Related,Not Related,Not Related,Very Related,Somewhat Related,Very Related,Somewhat Related,Somewhat Related,Very Related,Very Related,Very Related,Somewhat Related,Very Related,Very Related,Somewhat Related,Not Related,Somewhat Related,Somewhat Related,5d5ef0f7befec1001944e1f0
2023-12-06 14:35:51,2023-12-06 14:45:02,IP Address,89.245.190.115,100,551,True,2023-12-06 14:45:03,R_279ht0KKeveM5yJ,,,,,52.4771,13.4372,anonymous,EN,"Yes, I agree to participate.",656354f852624795c40b5256,English,Undergraduate degree (BA/BSc/other),bee,aircraft,systemic,clinical_trial,treatment,catalysis,firm,multi_actor,collective,quantum,vivo,particle,tissue,obesity,cellular,healthcare,automotive,tumor,territorial,drug,wm,genomic,healthcare,tumor,healthcare,university,language,hardware,cancer,consultation,Very Related,Very Related,Somewhat Related,Very Related,Somewhat Related,Somewhat Related,Not Related,Very Related,Very Related,Very Related,Not Related,Very Related,Very Related,Somewhat Related,Somewhat Related,Very Related,Somewhat Related,Somewhat Related,Not Related,Very Related,Somewhat Related,Very Related,Somewhat Related,Very Related,Very Related,Not Related,Not Related,Not Related,Not Related,Somewhat Related,656354f852624795c40b5256
2023-12-06 14:32:04,2023-12-06 14:46:14,IP Address,102.182.93.214,100,849,True,2023-12-06 14:46:15,R_abIOAdQdKeFQXPb,,,,,-26.2332,28.3644,anonymous,EN,"Yes, I agree to participate.",615c453806ba1a372800c832,English,Undergraduate degree (BA/BSc/other),oven,aircraft,chemical,shock,treatment,catalysis,uncertainty,multi_actor,collective,quantum,vivo,particle,tissue,obesity,interoperable,healthcare,automotive,tumor,deoxyribonucleic_acid,drug,epic,cybersecurity,flow,tumor,fabrication,ncps,self_assembly,hardware,cancer,consultation,Very Related,Very Related,Very Related,Very Related,Not Related,Somewhat Related,Not Related,Very Related,Very Related,Very Related,Very Related,Very Related,Very Related,Very Related,Very Related,Very Related,Very Related,Very Related,Very Related,Very Related,Somewhat Related,Very Related,Very Related,Very Related,Very Related,Somewhat Related,Very Related,Very Related,Very Related,Very Related,615c453806ba1a372800c832
2023-12-06 14:33:26,2023-12-06 14:47:35,IP Address,89.134.0.248,100,848,True,2023-12-06 14:47:35,R_YYdU3tHuSxCYeGZ,,,,,47.5636,19.0947,anonymous,EN,"Yes, I agree to participate.",5c7c2ec06c42650001af30a4,English,Undergraduate degree (BA/BSc/other),corrosion,aircraft,systemic,clinical_trial,treatment,catalysis,firm,multi_actor,collective,quantum,vivo,particle,tissue,obesity,nuclear,healthcare,automotive,tumor,territorial,drug,wm,genomic,healthcare,ncps,healthcare,ncps,self_assembly,hardware,cancer,consultation,Very Related,Very Related,Somewhat Related,Very Related,Somewhat Related,Somewhat Related,Somewhat Related,Very Related,Very Related,Very Related,Not Related,Very Related,Very Related,Somewhat Related,Somewhat Related,Very Related,Somewhat Related,Very Related,Somewhat Related,Somewhat Related,Very Related,Somewhat Related,Very Related,Somewhat Related,Very Related,Somewhat Related,Somewhat Related,Somewhat Related,Somewhat Related,Not Related,5c7c2ec06c42650001af30a4
2023-12-06 14:35:26,2023-12-06 14:47:44,IP Address,197.101.86.87,100,737,True,2023-12-06 14:47:45,R_2z7a5YsLLefF8J5,,,,,-33.9304,18.846,anonymous,EN,"Yes, I agree to participate.",60e61285bdbbed238ba84368,English,Undergraduate degree (BA/BSc/other),oven,aircraft,systemic,tax,treatment,solar,firm,farming,collective,quantum,vivo,particle,tissue,obesity,certification,healthcare,automotive,spin,territorial,drug,antenna,genomic,healthcare,tumor,healthcare,ncps,self_assembly,transcription,peace,consultation,Very Related,Very Related,Somewhat Related,Very Related,Not Related,Somewhat Related,Somewhat Related,Very Related,Very Related,Very Related,Not Related,Somewhat Related,Very Related,Somewhat Related,Not Related,Very Related,Somewhat Related,Very Related,Very Related,Very Related,Very Related,Very Related,Very Related,Very Related,Very Related,Somewhat Related,Somewhat Related,Very Related,Very Related,Somewhat Related,60e61285bdbbed238ba84368
2023-12-06 14:31:08,2023-12-06 14:48:48,IP Address,81.183.23.0,100,1060,True,2023-12-06 14:48:49,R_1LI0CYQWJycxg15,,,,,48.096,19.8068,anonymous,EN,"Yes, I agree to participate.",5f4e8bbd350d2a08d6175762,English,Undergraduate degree (BA/BSc/other),oven,aircraft,synthesis,clinical_trial,treatment,catalysis,firm,multi_actor,collective,quantum,vivo,particle,tissue,obesity,interoperable,healthcare,automotive,tumor,territorial,drug,wm,cybersecurity,healthcare,tumor,healthcare,clinical,right,hardware,cancer,consultation,Very Related,Very Related,Somewhat Related,Very Related,Not Related,Not Related,Not Related,Somewhat Related,Very Related,Somewhat Related,Not Related,Not Related,Very Related,Very Related,Somewhat Related,Very Related,Very Related,Somewhat Related,Somewhat Related,Very Related,Very Related,Somewhat Related,Somewhat Related,Somewhat Related,Very Related,Somewhat Related,Somewhat Related,Not Related,Not Related,Somewhat Related,5f4e8bbd350d2a08d6175762
2023-12-06 14:33:08,2023-12-06 14:49:23,IP Address,41.116.176.23,100,975,True,2023-12-06 14:49:24,R_3R8bI9YZh8ZKMGn,,,,,-34.0486,18.4811,anonymous,EN,"Yes, I agree to participate.",6076aed15dbd280528549341,English,Undergraduate degree (BA/BSc/other),bee,aircraft,systemic,firm,treatment,catalysis,firm,multi_actor,collective,quantum,vivo,particle,tissue,obesity,blockchain,healthcare,automotive,spin,territorial,military,wm,ship,aircraft,tumor,fabrication,clinical,language,hardware,cancer,consultation,Very Related,Somewhat Related,Somewhat Related,Very Related,Not Related,Somewhat Related,Somewhat Related,Very Related,Very Related,Somewhat Related,Not Related,Very Related,Very Related,Somewhat Related,Somewhat Related,Very Related,Somewhat Related,Somewhat Related,Somewhat Related,Somewhat Related,Very Related,Very Related,Very Related,Not Related,Very Related,Somewhat Related,Not Related,Somewhat Related,Not Related,Somewhat Related,6076aed15dbd280528549341
